county_id,county_name,municipality_id,municipality_name,borough_id,borough_name,polling_place_id,polling_place_name,address_line,postal_code,area,info_text,gps_coordinates,election_day_voting,opening_hours
1,Østfold,105,Sarpsborg,,,2,Sarpsborg rådhus,Glengsgata 38,1706,Sarpsborg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.281498,11.111609",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,3,Skjeberg bibliotek,Rådhusveien 17,1739,Borgenhaugen,"Mandag - tirsdag kl. 13 - 19 onsdag, torsdag og fredag kl. 10 - 15 (fra 1. september kl.16)","59.266915, 11.169523",0,
1,Østfold,105,Sarpsborg,,,3,Kurland skole - gymsalen,Per Gyntveien 7,1709,Sarpsborg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.294912,11.110557",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,4,Alvimhaugen skole - biblioteket,Utsiktsveien 35,1725,Sarpsborg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.271517,11.088177",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,4,Tune bibliotek,Vesterheimveien 2,1712,Grålum,"Mandag og torsdag kl. 13 - 19 tirsdag, onsdag, fredag kl. 10 - 15 (fra 1. september kl. 16)","59.294468,11.064606",0,
1,Østfold,105,Sarpsborg,,,6,Sandbakken skole - gymsalen,Skjebergveien 165,1743,Klavestadhaugen,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.248075,11.180145",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,8,Skjeberg administrasjonsbygg,Rådhusveien 17,1739,Borgenhaugen,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.266915, 11.169523",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,9,Hafslund barneskole - gymsalen,Ryesvei 3,1738,Borgenhaugen,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.271681,11.142282",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,11,Hornnes skole - gymsalen,Skolebakken 5,1746,Skjeberg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.208645,11.192837",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,14,Ullerøy skole,Røaveien 461,1747,Skjeberg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.166192,11.14497",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,18,Tindlundhallen,Myrstadveien 2,1718,Greåker,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.268266,11.04597",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,21,Grålum barneskole - Grålumhallen,Grålumveien 203,1712,Grålum,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.291101,11.05885",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,24,Lande bosenter,Råkilveien 35,1710,Sarpsborg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.294802,11.102157",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,25,Hafslundsøy skole - gymsalen,Hagastuveien 60,1734,Hafslundsøy,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.285795,11.146252",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,27,Jelsnes skole - gymsalen,Jelsnesveien 820,1708,Sarpsborg,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.375212,11.165199",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,105,Sarpsborg,,,34,Bygdehallen,Ingaveien 31,1735,Varteig,Forhåndsstemming:  10.august - 8.september.  Se www.sarpsborg.com/valg  for steder og åpningstider.,"59.350844,11.182966",1,"2017-09-10 12:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,106,Fredrikstad,,,1,Årum skole,Kilevoldveien 22B,1659,Torp,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.261680,11.092718",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,1,Servicetorget,Nygaardsgata 14,1606,Fredrikstad,"Hvis du ikke kan stemme på valgdagene, kan du forhåndsstemme. I Fredrikstad kommune kan du forhåndsstemme på ordinær måte på Servicetorget i rådhuset fra 10. august til 8. september. Husk legitimasjon og ta gjerne med valgkort. I Servicetorget- Åpningstider Sevicetorget:Uke 32 (torsdag 10.08 – 11.08):Kl. 08:00 – 18:00 torsdag Kl. 08:00 – 15:30 fredagUke 33 (14.08 - 19.08):Kl. 08:00 – 15:30 mandag, tirsdag, onsdag, fredag Kl. 08:00 – 18:00 torsdag Kl. 12:00 – 16:00 lørdagUke 34 (21.08 - 26.08): Kl. 08:00 – 15:30 mandag, tirsdag, onsdag, fredag Kl. 08:00 – 18:00 torsdag Kl. 12:00 – 16:00 lørdagUke 35 (28.08 - 02.09): Kl. 08:00 – 18:00 mandag, tirsdag, onsdag Kl. 08:00 – 20:00 torsdag Kl. 08:00 – 15:30 fredag Kl. 12:00 – 16:00 lørdagUke 36 (04.09 – fredag 08.09):Kl. 08:00 – 18:00 mandag, tirsdag, onsdag Kl. 08:00 – 20:00 torsdag Kl. 08:00 – 15:30 fredag","59.2102293, 10.940182199999981",0,
1,Østfold,106,Fredrikstad,,,2,Borge skole,Grimstadveien 3,1655,Sellebakk,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.225072, 11.046642",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,3,Borgehallen,Borgeveien 48,1653,Sellebakk,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.230747, 11.001963",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,4,Begby skole,Smaragdveien 4,1639,Gamle Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.215655, 11.010151",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,5,Torsnes skole,Toresvei 2,1634,Gamle Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.186261, 11.049573",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,6,Sagabakken skole,Lundheim Alle 1,1636,Gamle Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.218214, 10.984319",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,7,Rød skole,Aaserudveien 17,1621,Gressvik,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.207286, 10.884302",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,8,Gressvikhallen,Granliveien 18 B,1621,Gressvik,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.226310, 10.900697",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,9,Vestbygda skole,Lervikveien 9,1626,Manstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.266271, 10.773128",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,10,Bøndernes hus,Kolbergveien 5,1621,Gressvik,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.256384, 10.853758",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,11,Tidl.rådhuset i Rolvsøy,Råkollveien 103,1664,Rolvsøy,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.266010428671144, 11.0048156699753",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,12,Nylende skole,Ringstadbakken 15,1667,Rolvsøy,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.303570, 10.974974",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,13,Lisleby Samfunnshus,Ole Hansensvei 9,1619,Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.231779500159135, 10.973009832016032",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,14,Rød skole,Dueveien 2,1679,Kråkerøy,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.195190, 10.910460",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,15,Lunde skole,Lundebuen 14,1676,Kråkerøy,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.161825, 10.932277",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,16,Trara skole,Glemmengt. 70,1605,Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.219454, 10.938978",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,17,Trosvik skole,Unnebergveien 19,1613,Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.226084, 10.926395",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,106,Fredrikstad,,,18,Cicignon skole,Skolegt. 2,1606,Fredrikstad,I Fredrikstad kommune har vi 18 stemmekretser. Du kan stemme i hvilken krets du måtte ønske. Husk å ta med legitimasjon. Ta også gjerne med valgkort.,"59.207175, 10.951024",1,"2017-09-10 16:00:00,2017-09-10 20:00:00,2017-09-11 09:00:00,2017-09-11 20:00:00"
1,Østfold,111,Hvaler,,,1,Floren skole,Floren 10,1680,Skjærhalden,Husk legitimasjon og valgkort.,"59.0291028, 11.031732899999951",1,"2017-09-10 15:00:00,2017-09-10 20:00:00,2017-09-11 15:00:00,2017-09-11 20:00:00"
1,Østfold,111,Hvaler,,,1,Rådhuset,Storveien 32,1680,Skjærhalden,"Forhåndsstemming: Velgere som ønsker det, kan forhåndsstemme fra torsdag 10. august og fram til fredag 8. september. Forhåndsstemming foregår i rådhuset kl 08:00 – 15:30 (langåpent til 20:00 onsdag 30.08 og tirsdag 05.09). Husk legitimasjon og valgkort! ","59.028148, 11.031203",0,
1,Østfold,111,Hvaler,,,2,Åttekanten skole,Stormmusbrinken 11,1684,Vesterøy,Husk legitimasjon og valgkort.,"59.103524,10.873855",1,"2017-09-10 15:00:00,2017-09-10 20:00:00,2017-09-11 15:00:00,2017-09-11 20:00:00"
1,Østfold,118,Aremark,,,1,Furulund,Furulund,1798,Aremark,,"59.246208,11.682766",1,"2017-09-10 14:00:00,2017-09-10 19:00:00,2017-09-11 09:00:00,2017-09-11 19:00:00"
1,Østfold,118,Aremark,,,1,Aremark Rådhus,Fosby,1798,Aremark,"Alminnelig forhåndsstemmegivning for Stortings- og sametingsvalget 2017 avholdes fra torsdag 10. august til og med fredag 8. september 2017. Du kan avlegge din forhåndstemme på rådhuset i resepsjonen i 1.etasje på hverdager mandag til fredag fra kl. 08:00 til 15:00. Husk å ta med legitimasjon og valgkort! Du må ikke ha valgkort for å stemme, men gjennomføringen blir enklere. ","59.222181,11.695783",0,
1,Østfold,119,Marker,,,1,Marker Rådhus,Storgata 60,1870,Ørje,Husk legitimasjon!,"59.47959871156502, 11.659392771827697",1,"2017-09-10 14:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 20:00:00"
1,Østfold,119,Marker,,,2,Servicetorg urne,Storgata 60,1870,Ørje,"For åpningdstider i forhåndsstemmeperioden, ta kontakt med kommunen.","59.479544225649555, 11.659108457672118",0,
1,Østfold,119,Marker,,,3,MBSS urne,Braarudveien 25,1870,Ørje,"For åpningdstider i forhåndsstemmeperioden, ta kontakt med kommunen.","59.479318108161195, 11.663941798316955",0,
1,Østfold,121,Rømskog,,,1,Rømskog kommunehus,Engehaget 1,1950,RØMSKOG,Husk å ta med Valgkortet og legitimasjon når du skal avlegge stemme,"59.749588, 11.810756",1,"2017-09-10 13:00:00,2017-09-10 16:00:00,2017-09-11 08:00:00,2017-09-11 16:00:00"
1,Østfold,121,Rømskog,,,1,Rømskog Forhånd-Urne,Engehaget 1,1950,RØMSKOG,"Forhåndsstemmegivning finner sted på kommunehuset  fra 10. august – 8. september 2017, mandag – fredag kl. 08.00 – 15.30 og  eldresenteret: Onsdag 6. september kl. 10.00 - 11.00","59.749588, 11.810756",0,
1,Østfold,122,Trøgstad,,,1,Kommunehuset,Kirkeveien 17,1860,Trøgstad,,"59.641387,11.315253",1,"2017-09-10 14:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 20:00:00"
1,Østfold,122,Trøgstad,,,1000,Servicetorget- urne,Kirkeveien 17,1860,Trøgstad,"Forhåndsstemmingen starter 10. august og varer til og med 08.september. Husk legitimasjon med bilde. I Trøgstad kan du forhåndsstemme på kommunehuset. Åpningstider: 10.08.-01.09 Mandag - fredag: kl. 08.00-15.00 Lørdag 26.08: kl. 10.00-14.00 Lørdag 02.09: kl. 10.00-14.00, 04.09. - 07.09: Mandag - fredag: kl. 08.00-18.00 Fredag 08.09: kl. 08.00- 15.00. Er du registrert i Samemanntallet i Trøgstad kan du kun forhåndsstemme.","59.641387, 11.315253",0,
1,Østfold,123,Spydeberg,,,1,Kommunehuset  - urne,Stasjonsgata 35,1820,Spydeberg,"Forhåndsstemme kan du gjøre fra 10. august til og med 8. september i hvilken som helst kommune. For de som er bortreist eller av andre grunner ikke har anledning til å avgi stemme i forhåndsstemmeperioden eller på valgdagen, er det mulig å avgi tidligstemme ved servicetorget i perioden 1. juli til 7. august mellom klokken 09:00 og 14:30. Tidligstemming må avtales på forhånd. Stemmer du utenfor egen kommune, skal du få en valgfunksjonær til å stemple stemmesedlene før du legger dem ned i en stemmeseddelkonvolutt. Denne konvolutten og valgkortet blir så lagt ned i en omslagskonvolutt, som deretter legges i valgurnen. Stemmen blir sendt til din hjemkommune for opptelling. Er du syk eller ufør, kan du søke kommunen om å få forhåndsstemme hjemme. Ta kontakt med Servicetorget på telefon 69 68 20 00 innen 1. september.","59.620266, 11.080825",0,
1,Østfold,123,Spydeberg,,,1,Fjellheim,Stasjonsgata 35,1820,Spydeberg,"Forhåndsstemming:10.08-08.09 Sted: Kommunehuset kl. 12:00-14:45 Ta med valgkort og legitimasjon. Endringer kan forekomme, se kommunens hjemmeside.","59.61995029748675, 11.081423603843632",1,"2017-09-11 09:00:00,2017-09-11 21:00:00"
1,Østfold,124,Askim,,,1,Servicetorget,Askim rådhus,1830,Askim,Servicetorget - alle hverdager mellom kl. 08.00 - 15.30 i perioden 10. august til 8. september. Servicetorget - mandager og torsdager kl. 15.30 - 19.00 i perioden 21. august til 7. september.,"59.584476, 11.1609456",0,
1,Østfold,124,Askim,,,1,Askim rådhus,Skolegata 12,1830,Askim,HUSK LEGITIMASJON MED BILDE!,"59.584476, 11.1609456",1,"2017-09-10 13:00:00,2017-09-10 18:00:00,2017-09-11 09:00:00,2017-09-11 21:00:00"
1,Østfold,124,Askim,,,2,Kirkegata omsorgsboliger,Kirkegata 14,1807,Askim,Kirkegata omsorgsboliger - tirsdag 5. september kl. 12.30 - 13.30.,"59.585941, 11.161168",0,
1,Østfold,124,Askim,,,3,Løkentunet,Løkenveien 16,1813,Askim,Løkentunet - tirsdag 5. september kl. 09.00 - 11.30.,"59.578806, 11.171415",0,
1,Østfold,124,Askim,,,4,Helsehuset,Eventyrveien 2,1807,Askim,Helsehuset IKS - onsdag 6. september kl. 09.30 - 10.00.,"59.5872857, 11.161422600000037",0,
1,Østfold,124,Askim,,,5,Askimtorget kjøpesenter,Eidsbergveien 5,1830,Askim,Askimtorget kjøpesenter - torsdag 7. september kl. 11.00 - 14.00.,"59.5833418, 11.165635800000018",0,
1,Østfold,125,Eidsberg,,,1,Eidsberghallen,Smedgata 19,1850,Mysen,Du kan forhåndsstemme på Biblioteket   Husk legitimasjon!,"59.554243,11.333685",1,"2017-09-10 14:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,125,Eidsberg,,,2,Eidsberg bibliotek,Storgata 15,1850,Mysen,"Stortingsvalget nærmer seg og i perioden 10.08.17 til og med 08.09.17 kan du forhåndsstemme på Eidsberg bibliotek i bibliotekets åpningstid. Valgkortene er sendt ut og vedlagt valgkortene følger et informasjonsskriv. Ta med valgkort og legitimasjon når du skal avgi din stemme. Biblioteket har følgende åpningstider i perioden 10.08 - 12.08: Torsdag kl. 12.00 - 19.00, Fredag kl. 10.00 - 15.00 Lørdag - stengt. Biblioteket har følgende åpningstider i perioden 13.08 - 08.09: Mandag kl. 12.00 - 15.00 Tirsdag kl. 10.00 - 19.00 Onsdag kl. 10.00 - 19.00 Torsdag kl. 10.00 - 19.00 Fredag kl. 10.00 - 15.00 Lørdag kl. 10.00 - 14.00   ","59.553323,11.330694",0,
1,Østfold,127,Skiptvet,,,1,Servicekontoret,Storveien 28,1816,Skiptvet,"For åpningdstider i forhåndsstemmeperioden, ta kontakt med kommunen.","59.477043,11.161895",0,
1,Østfold,127,Skiptvet,,,1,Skiptvet Kommunehus,Storveien 28,1816,Skiptvet,Husk å ta med legitimasjon og valgkort. Mer informasjon om valget finner du på www.skiptvet.kommune.no eller kontakte oss på tlf. 69806000,"59.477752,11.161809",1,"2017-09-10 14:00:00,2017-09-10 18:00:00,2017-09-11 10:00:00,2017-09-11 21:00:00"
1,Østfold,127,Skiptvet,,,2,Sollia bo- og servicesenter,Sollia 1,1816,Skiptvet,"For åpningdstider i forhåndsstemmeperioden, ta kontakt med kommunen.","59.470853,11.169319",0,
