aar,video_url,kommune,tittel,tema,hva_er_spesielt,folelse,antrekk,type_bygg_og_industri,type_historisk,type_natur_og_idrett,type_kunst_og_haandverk,type_idrett_og_fysisk_aktivitet,tema_samlere_entusiaster_og_oppfinnere,tema_vitenskap,relasjoner,type_musikere,type_mat,type_dyr,antall_menn,antall_kvinner,tema_natur_og_friluftsliv,tema_kjop_og_salg,type_landbruk_og_fiske,offentlige_tjenester_og_veldedighet,hovedperson1_kjonn,hovedperson2_kjonn,hovedperson3_kjonn,hovedperson1_alder,hovedperson2_alder,hovedperson3_alder,tema_politikk_og_media
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=7m47s,Frøya,Frøya: Sykehjemsstrid,Politikk og media,,,"Caps, Skinnlue, Slips",,,,,,,,,,,,3,,,,,,Mann,Mann,Mann,40 til 50,60 til 70,40 til 50,Plasseringsstrid
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=13m32s,Kristiansund,Merking av staurhval,Natur og friluftsliv,,,Skinnlue,,,,,,,,,,,,3,,Merking av fugler og dyr,,,,Mann,,,60 til 70,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=17m55s,Stavanger,"Årdal/Forus, Stavanger: Livdyrauksjon",Ukategoriserbart,,,"Caps, Hatt, Kjeledress, Slips",,,,,,,,,,,,3,,,,,,Mann,,,30 til 40,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=23m55s,Songdalen,Birkelid skole for barn med lærevansker,Offentlige tjenester og veldedighet,,,"Busserull, Slips",,,,,,,,,,,,4,7,,,,Skole og barnehage,Mann,Kvinne,,50 til 60,40 til 50,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004878/03-02-1978#t=29m18s,Selje,Stadhavet/Ervik/Kråkenes fyr: Værhard og fryktet havstrekning,Natur og friluftsliv,,,"Caps, Skinnlue, Slips, Strikkekofte, Uniform",,,,,,,,,,,,2,,Portrett av område,,,,Mann,Mann,,30 til 40,70 til 80,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=1m2s,Trondheim,Måker og kråker på søppelfylling i Heimdal,Natur og friluftsliv,,,"Caps, Hatt",,,,,,,,,,,,10,,Merking av fugler og dyr,,,,Mann,,,30 til 40,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=6m7s,Porsanger,"Snøscooteren - til hjelp i reindriften, men farlig leketøy",Natur og friluftsliv,,,Skinnlue,,,,,,,,,,,,4,,Snøscooter,,,,Mann,,,60 til 70,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=10m2s,Luster,Fanaråken: Værstasjon på vinterstid,Offentlige tjenester og veldedighet,,,Busserull,,,,,,,,,,,,2,,,,,Meteorologi,Mann,Mann,,30 til 40,15 til 20,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=15m6s,Oslokommune,Skjalg Steiro er maskot på Landbruksuka '78 på Sjølyst i Oslo,Ukategoriserbart,Personlighet,,Bunad,,,,,,,,,,,,1,,,,,,Mann,,,5 til 10,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=18m8s,Kvæfjord,Kontordag hos distriktslegen,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,4,5,,,,Helsetjenester,Mann,Kvinne,,20 til 30,30 til 40,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=23m43s,Gjerstad,Knivproduksjon,Kunst og Håndverk,,,"Caps, Hatt, Kjeledress, Skinnlue, Strikkekofte",,,,Kniver,,,,,,,,6,,,,,,Mann,Mann,Mann,40 til 50,70 til 80,70 til 80,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41004978/17-02-1978#t=29m31s,Notodden,Heddal: Barnehagebussen,Offentlige tjenester og veldedighet,,,Busserull,,,,,,,,,,,,10,20,,,,Skole og barnehage,Kvinne,Kvinne,Kvinne,30 til 40,20 til 30,0 til 5,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=1m16s,Vadsø,Vinterkulda på Finnmarksvidda,Natur og friluftsliv,,,"Samiske klær, Skinnlue",,,,,,,,,,,,3,1,"Årstider og vakker natur, Vær",,,,,,,,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=4m9s,Samnanger,Bygda Solbjørg veiløs,Ukategoriserbart,,,"Caps, Kjeledress, Skinnlue",,,,,,,,,,,,3,,,,,,Mann,Mann,Mann,40 til 50,40 til 50,80 til 90,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=10m2s,Nesna,Nesna/Bardal: Nesnalobben,Kunst og Håndverk,,,,,,,Sko,,,,,,,,4,2,,,,,Mann,Kvinne,,80 til 90,80 til 90,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=15m11s,Røros,Rørosmartnan og VM i Rørospols,Ukategoriserbart,,,Bunad,,,,,,,,,,,,10,10,,,,,Mann,,,40 til 50,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=18m12s,Skjervøy,Skjervøy/sonjatun: Mobilt apotek,Offentlige tjenester og veldedighet,,,,,,,,,,,,,,,1,6,,,,Helsetjenester,Kvinne,,,50 til 60,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=24m32s,Stavanger,Jærbanen til Egersund,Ukategoriserbart,,,Uniform,,,,,,,,,,,,10,10,,,,,,,,,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005078/03-03-1978#t=29m36s,Vestnes,Skoleteater - Snøkvit og dei sju dvergane,Kunst og Håndverk,,Wow,Uniform,,,,Teater og forestillinger,,,,,,,,30,30,,,,,,,,,,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005178/17-03-1978#t=28s,Oslokommune,Marienlyst: Magne Finslo om NRKs underkontor,Politikk og media,,,Slips,,,,,,,,,,,,2,4,,,,,Mann,,,30 til 40,,,NRK
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005178/17-03-1978#t=2m8s,Oslokommune,Oslomarka: Et sjeldent rekreasjonssted,Natur og friluftsliv,,,Strikkekofte,,,,,,,,,,,,20,10,"Portrett av område, Skitur",,,,Mann,Mann,,30 til 40,30 til 40,,
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005178/17-03-1978#t=10m9s,Gol,Reporter Olav Terje Bergo på NRKs underkontor,Politikk og media,Personlighet,,Skinnlue,,,,,,,,,,,,20,,,,,,Mann,Mann,,30 til 40,50 til 60,,NRK
1978,https://tv.nrk.no/serie/norge-rundt/FREP41005178/17-03-1978#t=16m59s,Hvaler,Ytre Oslofjord: Fiske etter pigghå,Landbruk og fiske,,,,,,,,,,,,,,,2,,,,Fiskere,,Mann,Mann,,20 til 30,50 til 60,,
